"prolific_id"	"Progress"	"Duration"	"Finished"	"RecordedDate"	"UserLanguage"	"consent"	"gender"	"age"	"look_after_health"	"checkup"	"smoker"	"environment_1"	"env_transport"	"extrinsic_risk"	"children"	"age_first_child"	"breastfeed_yesno"	"breastfeed_length"	"ideal_age"	"parents_dead"	"parent1_age_1"	"parent1_age_2"	"parent1_control_1"	"parent1_close_1"	"parent2_age_1"	"parent2_age_2"	"parent2_control_1"	"parent2_close_1"	"gp_dead"	"gp1_age_1"	"gp1_age_2"	"gp1_control_1"	"gp1_close_1"	"gp2_age_1"	"gp2_age_2"	"gp2_control_1"	"gp2_close_1"	"gp3_age_1"	"gp3_age_2"	"gp3_control_1"	"gp3_close_1"	"gp4_age_1"	"gp4_age_2"	"gp4_control_1"	"gp4_close_1"	"stress"	"income"	"household"	"attention_fruit"	"attention_smoker"	"attention_4"	"PROLIFIC_PID"	"status"	"time_taken"	"num_approvals"	"num_rejections"	"prolific_score"	"Country.of.Birth"	"Current.Country.of.Residence"	"Employment.Status"	"ethnicity"	"First.Language"	"Nationality"	"Student.Status"	"personal_income"	"SES_subj"	"YPLL_p1"	"YPLL_p2"	"YPLL_gp1"	"YPLL_gp2"	"YPLL_gp3"	"YPLL_gp4"	"YPLL_sum"	"YPLL_dummy"	"n_deaths"	"p1_prem"	"p2_prem"	"gp1_prem"	"gp2_prem"	"gp3_prem"	"gp4_prem"	"n_prem"	"patience_score"	"look_after_health_log"	"look_after_health_sqrt"	"patience_score_bi"
"56a8930d7f2472000c93764e"	"100"	309	"True"	"2020-12-30 19:52:52"	"EN-GB"	"Yes, I consent to participate."	"Male"	47	40	"2 years ago or more"	"1"	60	85	5	"0"	NA	NA	NA	30	0	""	NA	NA	NA	""	NA	NA	NA	4	"Grandmother 1"	65	0	15	"Grandmother 2"	75	65	50	"Grandfather 1"	70	90	10	"Grandfather 2"	75	55	20	5	17999.5	1	"Strongly agree"	"Yes"	4	"56a8930d7f2472000c93764e"	"APPROVED"	312.28	859	4	100	"United Kingdom"	"United Kingdom"	"Not in paid work (e.g. homemaker', 'retired or disabled)"	"White"	"English"	"United Kingdom"	"No"	17999.5	2	0	0	10	0	5	0	15	1	"4 deaths"	0	0	1	0	1	0	"2-3 prem deaths"	21	-4.11087386417331	-7.81024967590665	"1"
"56c62ac7305eaa000bf21015"	"100"	256	"True"	"2020-12-30 19:28:05"	"EN-GB"	"Yes, I consent to participate."	"Female"	22	70	"2 years ago or more"	"0"	75	80	30	"0"	NA	NA	NA	30	0	""	NA	NA	NA	""	NA	NA	NA	3	"Grandfather 1"	NA	0	0	"Grandmother 1"	NA	0	0	"Grandmother 2"	NA	0	15	""	NA	NA	NA	2	12999.5	3	"Strongly agree"	"No"	4	"56c62ac7305eaa000bf21015"	"APPROVED"	260.332	304	3	100	"United Kingdom"	"United Kingdom"	"DATA EXPIRED"	"White"	"English"	"United Kingdom"	"Yes"	4333.16666666667	5	0	0	NA	NA	NA	0	NA	NA	"0-3 deaths"	0	0	NA	NA	NA	0	NA	27	-3.43398720448515	-5.56776436283002	"1"
"56c65a5a305eaa0005f2a634"	"100"	392	"True"	"2020-12-30 19:34:51"	"EN-GB"	"Yes, I consent to participate."	"Female"	51	81	"Within the past year"	"0"	50	40	18	"1"	34	"1"	"6 months or more"	NA	0	""	NA	NA	NA	""	NA	NA	NA	4	"Grandfather 1"	82	13	23	"Grandfather 2"	85	33	25	"Grandmother 1"	82	19	85	"Grandmother 2"	83	18	70	4	54999.5	4	"Strongly agree"	"No"	10	"56c65a5a305eaa0005f2a634"	"APPROVED"	396.838	1195	14	99	"United Kingdom"	"United Kingdom"	"Part-Time"	"White"	"English"	"United Kingdom"	"No"	13749.875	6	0	0	0	0	0	0	0	0	"4 deaths"	0	0	0	0	0	0	"0-1 prem deaths"	26	-2.99573227355399	-4.47213595499958	"1"
"56d84c584a9be1000a535f9c"	"100"	484	"True"	"2020-12-30 20:40:10"	"EN-GB"	"Yes, I consent to participate."	"Male"	64	65	"Within the last 2 years"	"0"	75	65	15	"1"	31	NA	NA	NA	2	"Father"	60	90	70	"Mother"	75	66	61	4	"Grandfather 1"	70	70	50	"Grandmother 1"	67	66	50	"Grandfather 1"	72	60	50	"Grandmother 2"	74	50	50	3	67499.5	2	"Strongly agree"	"No"	4	"56d84c584a9be1000a535f9c"	"APPROVED"	491.789	1289	7	100	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"No"	33749.75	7	15	0	5	8	3	1	32	1	"5-6 deaths"	1	0	1	1	1	1	"4-6 prem deaths"	8	-3.58351893845611	-6	"0"
"56d8985d4a9be1000a53e9f2"	"100"	445	"True"	"2020-12-30 19:20:18"	"EN-GB"	"Yes, I consent to participate."	"Male"	33	65	NA	"0"	70	80	15	"0"	NA	NA	NA	30	0	""	NA	NA	NA	""	NA	NA	NA	3	"Grandfather 1"	65	30	0	"Grandfather 2"	65	80	40	"Grandmother 1"	88	0	45	""	NA	NA	NA	4	24999.5	1	"Strongly agree"	"No"	4	"56d8985d4a9be1000a53e9f2"	"APPROVED"	449.999	558	0	100	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"No"	24999.5	6	0	0	10	10	0	0	20	1	"0-3 deaths"	0	0	1	1	0	0	"2-3 prem deaths"	29	-3.58351893845611	-6	"1"
"56dcbfb12ab7ff000cbabc49"	"100"	401	"True"	"2020-12-30 20:25:43"	"EN-GB"	"Yes, I consent to participate."	"Female"	60	89	"Within the last 2 years"	"0"	62	0	8	"1"	26	"0"	"No breastfeeding"	NA	1	"Father"	85	100	9	""	NA	NA	NA	4	"Grandmother 1"	75	96	15	"Grandmother 2"	NA	0	19	"Grandfather 1"	75	86	22	"Grandfather 2"	37	73	0	5	87499.5	2	"Strongly agree"	"No"	4	"56dcbfb12ab7ff000cbabc49"	"APPROVED"	404.898	1364	5	100	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"No"	43749.75	7	0	0	0	NA	0	38	NA	NA	"5-6 deaths"	0	0	0	NA	0	1	NA	7	-2.484906649788	-3.46410161513775	"0"
"571de12713b1b70012be47f6"	"100"	436	"True"	"2020-12-30 20:30:34"	"EN-GB"	"Yes, I consent to participate."	"Male"	65	65	"2 years ago or more"	"0"	40	20	20	"1"	32	NA	NA	NA	2	"Mother"	87	100	10	"Father"	70	100	65	4	"Grandmother 1"	61	100	5	"Grandmother 2"	65	100	0	"Grandfather 1"	68	100	5	"Grandfather 2"	66	100	0	4	17999.5	2	"Strongly agree"	"No"	4	"571de12713b1b70012be47f6"	"APPROVED"	442.136	1904	9	100	"India"	"United Kingdom"	"Part-Time"	"Asian"	"English"	"United Kingdom"	"No"	8999.75	4	0	5	14	10	7	9	45	1	"5-6 deaths"	0	1	1	1	1	1	"4-6 prem deaths"	32	-3.58351893845611	-6	"1"
"572bac993437df0008444fba"	"100"	842	"True"	"2020-12-30 19:25:54"	"EN-GB"	"Yes, I consent to participate."	"Female"	40	67	"Within the last 2 years"	"0"	50	50	20	"1"	27	"0"	"No breastfeeding"	NA	1	"Father"	73	78	83	""	NA	NA	NA	4	"Grandfather 1"	70	61	61	"Grandfather 2"	75	60	66	"Grandmother 1"	80	29	82	"Grandmother 2"	NA	12	86	4	54999.5	4	"Somewhat agree"	"No"	4	"572bac993437df0008444fba"	"APPROVED"	855.259	674	0	100	"United Kingdom"	"United Kingdom"	"Part-Time"	"White"	"English"	"United Kingdom"	"No"	13749.875	5	2	0	5	0	0	NA	NA	NA	"5-6 deaths"	1	0	1	0	0	NA	NA	1	-3.52636052461616	-5.8309518948453	"0"
"573107ef1efe74000e3088d2"	"100"	164	"True"	"2020-12-30 19:30:05"	"EN-GB"	"Yes, I consent to participate."	"Female"	32	70	NA	"0"	79	85	15	"1"	26	"1"	"6 months or more"	NA	NA	""	NA	NA	NA	""	NA	NA	NA	NA	""	NA	NA	NA	""	NA	NA	NA	""	NA	NA	NA	""	NA	NA	NA	4	34999.5	5	"Strongly agree"	"No"	4	"573107ef1efe74000e3088d2"	"APPROVED"	169.834	408	0	100	"United Kingdom"	"United Kingdom"	"Other"	"White"	"English"	"United Kingdom"	"No"	6999.9	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	-3.43398720448515	-5.56776436283002	"0"
"574c19047fd0ec0006b655ec"	"100"	279	"True"	"2020-12-30 19:15:15"	"EN-GB"	"Yes, I consent to participate."	"Female"	26	90	"Within the past year"	"0"	80	50	10	"0"	NA	NA	NA	37	0	""	NA	NA	NA	""	NA	NA	NA	2	"Grandfather 1"	80	80	0	"Grandfather 2"	73	8	0	""	NA	NA	NA	""	NA	NA	NA	4	12999.5	1	"Strongly agree"	"No"	4	"574c19047fd0ec0006b655ec"	"APPROVED"	285.72	364	5	99	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"Yes"	12999.5	8	0	0	0	2	0	0	2	1	"0-3 deaths"	0	0	0	1	0	0	"0-1 prem deaths"	19	-2.39789527279837	-3.3166247903554	"1"
"57698d52688a5c00018d958d"	"100"	428	"True"	"2020-12-30 19:59:31"	"EN-GB"	"Yes, I consent to participate."	"Female"	60	67	"2 years ago or more"	"0"	62	58	58	"1"	19	"1"	"6 months or more"	NA	2	"Mother"	53	83	92	"Father"	65	60	71	4	"Grandmother 1"	63	50	50	"Grandmother 2"	86	10	60	"Grandfather 1"	61	44	40	"Grandfather 2"	76	40	31	4	34999.5	2	"Strongly agree"	"No"	4	"57698d52688a5c00018d958d"	"APPROVED"	432.767	1219	12	99	"United Kingdom"	"United Kingdom"	"Part-Time"	"White"	"English"	"United Kingdom"	"No"	17499.75	2	22	10	12	0	14	0	58	1	"5-6 deaths"	1	1	1	0	1	0	"4-6 prem deaths"	10	-3.52636052461616	-5.8309518948453	"0"
"576c02ac4386cc0001375073"	"100"	384	"True"	"2020-12-30 20:01:04"	"EN-GB"	"Yes, I consent to participate."	"Male"	65	66	"2 years ago or more"	"0"	65	81	14	"1"	26	NA	NA	NA	2	"Mother"	70	92	30	"Father"	75	93	20	4	"Grandmother 1"	65	76	39	"Grandmother 2"	75	59	19	"Grandfather 1"	NA	67	4	"Grandfather 2"	NA	73	0	3	24999.5	2	"Strongly agree"	"No"	4	"576c02ac4386cc0001375073"	"APPROVED"	436.945	559	5	99	"United Kingdom"	"United Kingdom"	"Not in paid work (e.g. homemaker', 'retired or disabled)"	"White"	"English"	"United Kingdom"	"No"	12499.75	6	5	0	10	0	NA	NA	NA	NA	"5-6 deaths"	1	0	1	0	NA	NA	NA	29	-3.55534806148941	-5.91607978309962	"1"
"578bb26f6cc44500010448c8"	"100"	744	"True"	"2020-12-30 20:25:56"	"EN-GB"	"Yes, I consent to participate."	"Female"	66	90	"2 years ago or more"	"0"	90	70	50	"1"	26	"1"	"6 months or more"	NA	2	"Mother"	57	0	100	"Father"	75	0	100	4	"Grandmother 1"	80	50	100	"Grandmother 2"	75	50	90	"Grandmother 1"	65	50	100	"Grandfather 1"	85	50	100	3	24999.5	2	"Strongly agree"	"No"	4	"578bb26f6cc44500010448c8"	"APPROVED"	750.307	858	5	100	"United Kingdom"	"United Kingdom"	"Not in paid work (e.g. homemaker', 'retired or disabled)"	"White"	"English"	"United Kingdom"	"No"	12499.75	7	18	0	0	0	10	0	28	1	"5-6 deaths"	1	0	0	0	1	0	"2-3 prem deaths"	23	-2.39789527279837	-3.3166247903554	"1"
"57b199f3f4543d00016e1f43"	"100"	410	"True"	"2020-12-30 20:27:00"	"EN-GB"	"Yes, I consent to participate."	"Male"	61	100	"Within the past year"	"0"	50	0	100	"1"	24	NA	NA	NA	2	"Father"	70	50	100	"Mother"	47	0	100	4	"Grandmother 1"	80	50	14	"Grandmother 2"	56	50	1	"Grandfather 1"	60	52	0	"Grandfather 2"	24	0	0	1	24999.5	1	"Strongly agree"	"No"	4	"57b199f3f4543d00016e1f43"	"APPROVED"	414.541	553	7	99	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"No"	24999.5	2	5	28	0	19	15	51	118	1	"5-6 deaths"	1	1	0	1	1	1	"4-6 prem deaths"	32	0	-1	"1"
"57bae6b9017c2d000166f593"	"100"	414	"True"	"2020-12-30 20:00:09"	"EN-GB"	"Yes, I consent to participate."	"Male"	66	8	"Within the last 2 years"	"0"	97	100	29	"1"	29	NA	NA	NA	2	"Father"	85	60	98	"Mother"	67	95	100	4	"Grandmother 1"	NA	50	61	"Grandmother 2"	25	0	0	"Grandfather 1"	NA	50	0	"Grandfather 2"	NA	50	0	2	12999.5	1	"Strongly agree"	"No"	4	"57bae6b9017c2d000166f593"	"APPROVED"	423.285	1177	17	98	"United Kingdom"	"United Kingdom"	"Not in paid work (e.g. homemaker', 'retired or disabled)"	"White"	"English"	"United Kingdom"	"No"	12999.5	2	0	8	NA	50	NA	NA	NA	NA	"5-6 deaths"	0	1	NA	1	NA	NA	NA	15	-4.53259949315326	-9.64365076099295	"0"
"57c975a8648ff40001666439"	"100"	248	"True"	"2020-12-30 19:23:58"	"EN-GB"	"Yes, I consent to participate."	"Female"	33	87	"Within the past year"	"0"	72	88	7	"1"	17	"1"	"6 months or more"	NA	0	""	NA	NA	NA	""	NA	NA	NA	3	"Grandfather 2"	48	60	0	"Grandmother 2"	83	91	71	"Grandmother 1"	82	11	92	""	NA	NA	NA	1	34999.5	3	"Strongly agree"	"No"	4	"57c975a8648ff40001666439"	"APPROVED"	253.275	298	0	100	"United Kingdom"	"United Kingdom"	"Part-Time"	"White"	"English"	"United Kingdom"	"No"	11666.5	6	0	0	27	0	0	0	27	1	"0-3 deaths"	0	0	1	0	0	0	"0-1 prem deaths"	5	-2.63905732961526	-3.74165738677394	"0"
"57e5a14ea4e40600014e9ef3"	"100"	385	"True"	"2020-12-30 19:59:14"	"EN-GB"	"Yes, I consent to participate."	"Female"	61	92	"Within the past year"	"0"	94	9	0	"1"	30	"0"	"No breastfeeding"	NA	1	"Father"	77	100	92	""	NA	NA	NA	4	"Grandmother 1"	88	0	14	"Grandmother 2"	87	0	100	"Grandfather 1"	67	0	0	"Grandfather 2"	75	100	0	1	67499.5	3	"Strongly agree"	"No"	4	"57e5a14ea4e40600014e9ef3"	"APPROVED"	391.708	1043	15	98	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"No"	22499.8333333333	4	0	0	0	0	8	0	8	1	"5-6 deaths"	0	0	0	0	1	0	"0-1 prem deaths"	1	-2.19722457733622	-3	"0"
"57eee744e62704000199d5ec"	"100"	242	"True"	"2020-12-30 19:49:23"	"EN-GB"	"Yes, I consent to participate."	"Male"	48	89	"Within the past year"	"0"	84	77	5	"1"	24	NA	NA	NA	0	""	NA	NA	NA	""	NA	NA	NA	2	"Grandmother 1"	38	61	70	"Grandmother 2"	NA	7	100	""	NA	NA	NA	""	NA	NA	NA	4	12999.5	2	"Strongly agree"	"No"	4	"57eee744e62704000199d5ec"	"APPROVED"	250.026	381	7	98	"United Kingdom"	"United Kingdom"	"Full-Time"	"White"	"English"	"United Kingdom"	"No"	6499.75	3	0	0	37	NA	0	0	NA	NA	"0-3 deaths"	0	0	1	NA	0	0	NA	31	-2.484906649788	-3.46410161513775	"1"
"5806b4795dbea00001d732b5"	"100"	766	"True"	"2020-12-30 23:20:14"	"EN-GB"	"Yes, I consent to participate."	"Male"	55	76	"Within the past year"	"1"	75	51	28	"1"	18	NA	NA	NA	1	"Father"	85	80	81	""	NA	NA	NA	2	"Grandfather 1"	60	17	78	"Grandfather 2"	80	50	5	""	NA	NA	NA	""	NA	NA	NA	2	24999.5	2	"Strongly agree"	"Yes"	4	"5806b4795dbea00001d732b5"	"APPROVED"	773.992	230	7	96	"United Kingdom"	"United Kingdom"	"Full-Time"	"Mixed"	"English"	"United Kingdom"	"No"	12499.75	7	0	0	15	0	0	0	15	1	"0-3 deaths"	0	0	1	0	0	0	"0-1 prem deaths"	1	-3.2188758248682	-5	"0"
"58584aa98604ae000165e633"	"100"	289	"True"	"2020-12-30 20:04:08"	"EN-GB"	"Yes, I consent to participate."	"Female"	49	70	"2 years ago or more"	"0"	90	0	20	"1"	29	"1"	"Less than 6 months"	NA	1	"Father"	70	0	30	""	NA	NA	NA	4	"Grandmother 1"	65	81	80	"Grandfather 1"	65	30	60	"Grandfather 2"	60	100	60	"Grandmother 2"	68	0	90	3	12999.5	2	"Strongly agree"	"No"	4	"58584aa98604ae000165e633"	"APPROVED"	294.842	650	3	100	"United Kingdom"	"United Kingdom"	"Part-Time"	"Black"	"English"	"United Kingdom"	"No"	6499.75	7	5	0	10	10	15	7	47	1	"5-6 deaths"	1	0	1	1	1	1	"4-6 prem deaths"	26	-3.43398720448515	-5.56776436283002	"1"
"586f7ffd6e2f8d00015c5dbf"	"100"	294	"True"	"2020-12-30 19:58:07"	"EN-GB"	"Yes, I consent to participate."	"Female"	55	86	"2 years ago or more"	"0"	88	100	19	"1"	38	"1"	"6 months or more"	NA	1	"Mother"	83	0	71	""	NA	NA	NA	4	"Grandmother 1"	56	0	0	"Grandmother 2"	78	0	71	"Grandfather 1"	88	0	50	"Grandfather 2"	87	10	50	5	12999.5	2	"Strongly agree"	"No"	4	"586f7ffd6e2f8d00015c5dbf"	"APPROVED"	300.873	434	4	99	"United Kingdom"	"United Kingdom"	"Part-Time"	"White"	"English"	"United Kingdom"	"No"	6499.75	6	0	0	19	0	0	0	19	1	"5-6 deaths"	0	0	1	0	0	0	"0-1 prem deaths"	29	-2.70805020110221	-3.87298334620742	"1"
"5872a842db3e720001e231a5"	"100"	603	"True"	"2020-12-30 19:39:38"	"EN-GB"	"Yes, I consent to participate."	"Female"	40	82	"Within the last 2 years"	"0"	50	21	50	"1"	19	"1"	"6 months or more"	NA	0	""	NA	NA	NA	""	NA	NA	NA	2	"Grandfather 1"	NA	72	21	"Grandfather 2"	NA	61	29	""	NA	NA	NA	""	NA	NA	NA	4	67499.5	7	"Strongly agree"	"No"	4	"5872a842db3e720001e231a5"	"APPROVED"	608.885	500	5	99	"United Kingdom"	"United Kingdom"	"Not in paid work (e.g. homemaker', 'retired or disabled)"	"White"	"English"	"United Kingdom"	"No"	9642.78571428571	7	0	0	NA	NA	0	0	NA	NA	"0-3 deaths"	0	0	NA	NA	0	0	NA	1	-2.94443897916644	-4.35889894354067	"0"
