session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
5fecd2c599e7cfebb74055e7,5fb3c354ca886004967c9929,APPROVED,2020-12-30 19:19:33.266000,2020-12-30 19:23:07.100000,213.834,21,46,0,100,2020-12-31 22:55:19.282000,9700A938,Philippines,United Kingdom,Unemployed (and job seeking),Asian,DATA EXPIRED,Spain,Male,Yes
5fecd5ab50c73dec8fae51f4,5e1b795dc799223a3b447ada,APPROVED,2020-12-30 19:31:57.507000,2020-12-30 19:34:53.183000,175.676,19,267,1,100,2020-12-31 22:55:20.263000,9700A938,United Kingdom,United Kingdom,DATA EXPIRED,Asian,English,United Kingdom,Male,Yes
5fecd5e83ce806ede9690909,5f404427e4e248170c661656,APPROVED,2020-12-30 19:32:56.904000,2020-12-30 19:42:36.668000,579.764,22,50,1,99,2020-12-31 22:55:21.402000,9700A938,United Kingdom,United Kingdom,Other,Asian,DATA EXPIRED,United Kingdom,Male,No
5fed082b2234a6f3ab20d01b,5806b4795dbea00001d732b5,APPROVED,2020-12-30 23:07:23.483000,2020-12-30 23:20:17.475000,773.992,55,230,7,96,2020-12-31 23:56:29.339000,9700A938,United Kingdom,United Kingdom,Full-Time,Mixed,English,United Kingdom,Male,No
5fece88e6a3657f119d86257,5c837ecaa01a2400014bad3b,APPROVED,2020-12-30 20:52:34.156000,2020-12-30 21:01:04.222000,510.066,60,368,3,99,2020-12-31 22:55:24.037000,9700A938,United Kingdom,United Kingdom,Part-Time,Mixed,English,United Kingdom,Female,No
5fecd96be44df4ebd62d1006,5c1129da9a6bff00018758c2,APPROVED,2020-12-30 19:48:04.837000,2020-12-30 20:03:59.934000,955.097,52,378,1,100,2020-12-31 22:55:24.675000,9700A938,Nigeria,United Kingdom,Full-Time,Black,English,United Kingdom,Female,Yes
5fecdc14dfad15ed024fadf5,58584aa98604ae000165e633,APPROVED,2020-12-30 19:59:16.139000,2020-12-30 20:04:10.981000,294.842,50,650,3,100,2020-12-31 22:55:26.226000,9700A938,United Kingdom,United Kingdom,Part-Time,Black,English,United Kingdom,Female,No
5fece4d71f2ef9ed3aa428f5,5beab62b2bb2960001c9b288,APPROVED,2020-12-30 20:40:00.341000,2020-12-30 20:47:59.185000,478.844,56,622,5,99,2020-12-31 22:55:27.083000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),Other,English,United Kingdom,Male,No
5feccf830538db9c6996d21f,5f650058c1e0bf000976f01f,APPROVED,2020-12-30 19:05:41.913000,2020-12-30 19:11:18.319000,336.406,48,29,0,100,2020-12-31 22:46:58.394000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United Kingdom,Female,No
5feccfc650a719e7359babf8,5ac9e0299534ba0001c76e80,APPROVED,2020-12-30 19:06:51.018000,2020-12-30 19:12:14.087000,323.069,47,445,11,96,2020-12-31 22:47:25.671000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,Yes
5feccff7b0feb8ec0df2c0e7,59adc2278cef7d00011f89d6,APPROVED,2020-12-30 19:07:40.891000,2020-12-30 19:15:16.487000,455.596,47,105,0,100,2020-12-31 22:47:50.775000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd07fe7a1d2e7a2f0defc,5d92791d8eaeee0765fa38e0,APPROVED,2020-12-30 19:09:51.087000,2020-12-30 19:15:29.276000,338.189,41,100,1,99,2020-12-31 22:50:22.872000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United Kingdom,Female,No
5fecd08760d5fb9ce13de0ab,5e1130c8df98d97f0ff15683,APPROVED,2020-12-30 19:10:06.121000,2020-12-30 19:23:03.804000,777.683,43,126,0,100,2020-12-31 22:50:40.743000,9700A938,Germany,United Kingdom,Part-Time,White,German,Germany,Female,No
5fecd0e4adaa09ec41373edf,5a0b42e4fe645f0001e9f480,APPROVED,2020-12-30 19:11:46.013000,2020-12-30 19:19:34.507000,468.494,44,316,2,100,2020-12-31 22:55:27.808000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd0f28422b49dde4dc0e9,572bac993437df0008444fba,APPROVED,2020-12-30 19:11:48.996000,2020-12-30 19:26:04.255000,855.259,41,674,0,100,2020-12-31 22:55:28.456000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd1d404a1dfea7dd2573d,5c63323db73d590001ae79be,APPROVED,2020-12-30 19:15:40.626000,2020-12-30 19:30:34.813000,894.187,48,41,1,99,2020-12-31 22:55:29.131000,9700A938,Germany,United Kingdom,Part-Time,White,Italian,Italy,Female,No
5fecd1ecd92c4a6b19407648,5fb99de0d514d14eaa370364,APPROVED,2020-12-30 19:16:03.311000,2020-12-30 19:21:18.349000,315.038,43,11,0,100,2020-12-31 22:55:29.816000,9700A938,United Kingdom,United Kingdom,Full-Time,White,,United Kingdom,Female,No
5fecd28be766bbedf9bb7e55,5f70fb1e3b94db7239601f14,APPROVED,2020-12-30 19:18:38.700000,2020-12-30 19:25:52.914000,434.214,40,85,0,100,2020-12-31 22:55:30.594000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Female,Yes
5fecd2914cfb7d9e3118848e,5f675b1e4a829634c74adf94,APPROVED,2020-12-30 19:18:50.564000,2020-12-30 19:25:09.653000,379.089,39,105,0,100,2020-12-31 22:55:31.244000,9700A938,United Kingdom,United Kingdom,Full-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd2d13986cce64896a8d5,5f74dd57565f72111cfeb8ba,APPROVED,2020-12-30 19:19:49.571000,2020-12-30 19:27:24.181000,454.61,39,78,0,100,2020-12-31 22:55:31.895000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United Kingdom,Female,No
5fecd328351a269d371bff1a,5f92a957cc33eb1da423d532,APPROVED,2020-12-30 19:21:17.343000,2020-12-30 19:26:47.721000,330.378,40,63,0,100,2020-12-31 22:55:32.647000,9700A938,United Kingdom,United Kingdom,Full-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd34fcb429d6aede6fc5a,5d62dfb2459f070001e8cb14,APPROVED,2020-12-30 19:21:55.267000,2020-12-30 19:27:31.824000,336.557,44,263,0,100,2020-12-31 22:55:33.361000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd3ab9f4b9eee17e2a825,5ee32241cc68264adab0d6e2,APPROVED,2020-12-30 19:23:25.391000,2020-12-30 19:29:26.424000,361.033,42,63,2,98,2020-12-31 22:55:34.145000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd3e1eed16debfd044744,5c49a4c1c41b2a0001840033,APPROVED,2020-12-30 19:24:22.699000,2020-12-30 19:31:00.167000,397.468,40,386,6,98,2020-12-31 22:55:35.439000,9700A938,Ireland,United Kingdom,Full-Time,White,English,Ireland,Female,No
5fecd433197628ebfd7430c0,5f61247995b5a709106e77de,APPROVED,2020-12-30 19:25:39.413000,2020-12-30 19:36:05.446000,626.033,46,72,0,100,2020-12-31 22:55:36.724000,9700A938,United Kingdom,United Kingdom,Other,White,DATA EXPIRED,United Kingdom,Female,No
5fecd449b9b6099ecc6a4644,5ba2a1c8c96df90001ce9159,APPROVED,2020-12-30 19:26:03.850000,2020-12-30 19:33:29.505000,445.655,42,421,2,100,2020-12-31 22:55:37.413000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd46a0479d79e6b941115,59f7c290f4217300016cc2fb,APPROVED,2020-12-30 19:26:38.023000,2020-12-30 19:31:29.912000,291.889,42,705,2,100,2020-12-31 22:55:38.315000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd46ee6b281ee24d5ba27,5e2355b8339ffc000c521fa8,APPROVED,2020-12-30 19:26:47.384000,2020-12-30 19:33:32.284000,404.9,41,187,0,100,2020-12-31 22:55:39.684000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd4d852b0e29e74ae4612,5f5c043a8bceaa3d61759ec5,APPROVED,2020-12-30 19:28:24.011000,2020-12-30 19:36:03.111000,459.1,47,73,1,100,2020-12-31 22:55:40.232000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United Kingdom,Female,No
5fecd5143cc53cebb427aa2f,5872a842db3e720001e231a5,APPROVED,2020-12-30 19:29:30.894000,2020-12-30 19:39:39.779000,608.885,40,500,5,99,2020-12-31 22:55:40.877000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd51504a1dfeb759da4ad,58fb7a774e38a40001b8bed4,APPROVED,2020-12-30 19:29:30.567000,2020-12-30 19:40:24.012000,653.445,41,275,1,100,2020-12-31 22:55:41.577000,9700A938,Bulgaria,United Kingdom,Full-Time,White,Bulgarian,Bulgaria,Female,No
5fecd52eb11116e7b8ddb3c7,5b97f2375612b30001acc4c9,APPROVED,2020-12-30 19:29:58.416000,2020-12-30 19:36:20.997000,382.581,39,450,1,100,2020-12-31 22:55:42.491000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd564fdb6e6ed41d1d12c,5dbdbf8f0fbd8b2f1b94b974,APPROVED,2020-12-30 19:30:49.818000,2020-12-30 19:35:05.798000,255.98,44,367,1,100,2020-12-31 22:55:43.157000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd567705a1f9e4dbb7e2b,5fe8f62c52b0e233a926d5e3,APPROVED,2020-12-30 19:30:50.130000,2020-12-30 19:44:28.618000,818.488,44,5,0,100,2020-12-31 22:55:43.971000,9700A938,United Kingdom,United Kingdom,Full-Time,White,,United Kingdom,Female,No
5fecd5772f56719e0970ce2a,5c06c226c1a4b2000135f395,APPROVED,2020-12-30 19:31:09.625000,2020-12-30 19:37:51.167000,401.542,42,542,1,100,2020-12-31 22:55:44.879000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd58a04a1dfeafe9da616,5eafda3aea17ac011b0aa021,APPROVED,2020-12-30 19:31:27.611000,2020-12-30 19:40:18.549000,530.938,40,102,0,100,2020-12-31 22:55:45.556000,9700A938,Ireland,United Kingdom,Full-Time,White,English,Ireland,Female,No
5fecd5a384b3a9ebf8edca11,5e42a6f012145b000abd2b14,APPROVED,2020-12-30 19:32:07.567000,2020-12-30 19:55:34.449000,1406.882,47,213,0,100,2020-12-31 22:55:46.467000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd5b1bbdf7fec03dbb82f,5da65387a9dcad0015d87d8c,APPROVED,2020-12-30 19:32:11.648000,2020-12-30 19:41:14.932000,543.284,42,129,0,100,2020-12-31 22:55:47.405000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd5c523b19bead6811878,5f96132513c16a4e32aa62d6,APPROVED,2020-12-30 19:32:30.371000,2020-12-30 19:39:45.473000,435.102,41,50,0,100,2020-12-31 22:55:48.064000,9700A938,United Kingdom,United Kingdom,Part-Time,White,DATA EXPIRED,United Kingdom,Female,No
5fecd5e4bb7b299eb0fca8c4,5a56222f8e6259000175b271,APPROVED,2020-12-30 19:32:56.358000,2020-12-30 19:38:49.565000,353.207,48,575,5,99,2020-12-31 22:55:49.035000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd5eee766bbeeb91a81ff,5e7c94cc23469b0172ccdb3f,APPROVED,2020-12-30 19:33:05.176000,2020-12-30 20:18:17.607000,2712.431,41,141,2,99,2020-12-31 22:55:49.657000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd5f6ad6c6d9f5aa8909c,59e91e73e75b450001a694a9,APPROVED,2020-12-30 19:33:15.567000,2020-12-30 19:39:09.150000,353.583,44,689,2,100,2020-12-31 22:55:50.375000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd61db890b19f32c3304e,5ac11c4d9534ba0001c71a89,APPROVED,2020-12-30 19:33:55.897000,2020-12-30 19:50:19.626000,983.729,42,1119,7,100,2020-12-31 22:55:51.046000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd64ea35c0e9f120b9e6d,59431391f236120001ecf2ca,APPROVED,2020-12-30 19:34:41.659000,2020-12-30 19:47:01.523000,739.864,41,253,2,100,2020-12-31 22:55:51.758000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd6872f56719e7dd48391,5d2a1b1a4588590018cf6fd4,APPROVED,2020-12-30 19:35:35.283000,2020-12-30 19:41:55.502000,380.219,39,128,0,100,2020-12-31 22:55:52.388000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd6a3e7a1d2e88aa7c217,5e5533d92d3b4a0009806de9,APPROVED,2020-12-30 19:36:14.191000,2020-12-30 19:42:36.223000,382.032,42,278,0,100,2020-12-31 22:55:53.058000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd6fa705a1f9ecb34bbda,5c350f3b5fed01000172bc54,APPROVED,2020-12-30 19:37:43.635000,2020-12-30 19:43:06.116000,322.481,40,418,2,100,2020-12-31 22:55:53.990000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),White,English,United Kingdom,Female,No
5fecd6fc8422b49ed1f3b71f,5fabe8314be9d1099fb97096,APPROVED,2020-12-30 19:37:35.246000,2020-12-30 19:45:19.220000,463.974,40,43,0,100,2020-12-31 22:55:54.634000,9700A938,Czech Republic,United Kingdom,Unemployed (and job seeking),White,DATA EXPIRED,United Kingdom,Female,No
5fecd768b9b6099e5454730c,5df113553ccda2021de405d1,APPROVED,2020-12-30 19:39:31.184000,2020-12-30 19:46:45.889000,434.705,41,111,0,100,2020-12-31 22:55:55.439000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd7af559f43ede1affede,599752bed0bcd10001dd8fa2,APPROVED,2020-12-30 19:40:35.830000,2020-12-30 19:46:30.365000,354.535,44,574,6,99,2020-12-31 22:55:56.374000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd7ba0538db9f1016f15f,5c450af94c194d00019cf8cc,APPROVED,2020-12-30 19:40:51.345000,2020-12-30 19:44:52.434000,241.089,41,109,0,100,2020-12-31 22:55:57.041000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd7d4fd62fbe83529140d,5ae57dcec67d830001ce89bf,APPROVED,2020-12-30 19:41:13.742000,2020-12-30 19:48:37.537000,443.795,43,210,3,99,2020-12-31 22:55:58.113000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd8247b84d39f343ce274,5fd5fc41a6778c4747489caf,APPROVED,2020-12-30 19:42:37.336000,2020-12-30 19:49:27.032000,409.696,40,18,1,98,2020-12-31 22:55:58.909000,9700A938,United Kingdom,United Kingdom,Part-Time,White,,United Kingdom,Female,Yes
5fecdc03e7a1d2ea07b07587,5c892b171a68de0001d65a5c,APPROVED,2020-12-30 19:58:59.703000,2020-12-30 20:04:14.169000,314.466,59,457,1,100,2020-12-31 22:55:59.581000,9700A938,United Kingdom,United Kingdom,Other,Mixed,English,United Kingdom,Male,No
5fecfee7a4d824f420891181,5991e02dcceb0f0001b39bbd,APPROVED,2020-12-30 22:27:51.394000,2020-12-30 22:36:11.722000,500.328,65,345,5,97,2020-12-31 22:56:00.520000,9700A938,Singapore,United Kingdom,Other,Other,Chinese,United Kingdom,Male,No
5fecd8a7d42dc5e706cb5477,5f941a4e85e1a920243408b9,APPROVED,2020-12-30 19:53:13.689000,2020-12-30 20:17:30.386000,1456.697,47,71,0,100,2020-12-31 22:56:01.210000,9700A938,United Kingdom,United Kingdom,Unemployed (and job seeking),Black,DATA EXPIRED,United Kingdom,Female,No
5fecd905b5d1fced34ea9b5d,59948dbc3ae1c800011063d6,APPROVED,2020-12-30 19:46:18.853000,2020-12-30 19:54:23.143000,484.29,44,190,7,94,2020-12-31 22:56:01.877000,9700A938,United Kingdom,United Kingdom,Part-Time,Black,English,United Kingdom,Female,No
5fecdb805ce3ae9eed2e434f,5f0cc9e346422616e8397c44,APPROVED,2020-12-30 19:56:54.750000,2020-12-30 20:04:38.606000,463.856,39,222,2,100,2020-12-31 22:56:03.624000,9700A938,Nigeria,United Kingdom,Full-Time,Black,English,United Kingdom,Female,No
5fece898520dd1efb769a9c7,5c386c79887c000001b66ae1,APPROVED,2020-12-30 20:52:43.759000,2020-12-30 21:00:55.550000,491.791,61,425,1,100,2020-12-31 22:56:05.770000,9700A938,United Kingdom,United Kingdom,Part-Time,Other,English,United Kingdom,Female,No
5fecd47da35c0e9e502d89dc,5f1239dffcffd017c8da5f95,APPROVED,2020-12-30 19:26:55.590000,2020-12-30 19:35:56.600000,541.01,57,43,0,100,2020-12-31 22:56:06.783000,9700A938,United Kingdom,United Kingdom,Full-Time,Other,Chinese,United Kingdom,Female,No
5fecdab0c92b36ebf2f94fcd,5f37ea7ccee6b328b7bbed2b,APPROVED,2020-12-30 19:53:20.560000,2020-12-30 19:58:04.635000,284.075,54,166,2,99,2020-12-31 22:56:16.766000,9700A938,United Kingdom,United Kingdom,Full-Time,Black,DATA EXPIRED,United Kingdom,Male,No
5fece8b30d786da1c1b4ae0c,5951e4640dd7710001aebd33,APPROVED,2020-12-30 20:53:07.552000,2020-12-30 20:57:09.459000,241.907,50,653,13,96,2020-12-31 22:56:17.461000,9700A938,United Kingdom,United Kingdom,Part-Time,Black,English,United Kingdom,Male,No
5fecd657fef4d1e86025024d,5c5db2ba13005e0001ab7227,APPROVED,2020-12-30 19:34:50.889000,2020-12-30 19:46:11.867000,680.978,60,75,0,100,2020-12-31 22:56:18.248000,9700A938,Montserrat,United Kingdom,Full-Time,Black,English,Montserrat,Female,No
5fed157cbd6f23f6a9ad9d0c,5ea06e96287a9d024d3fdb5b,APPROVED,2020-12-31 00:04:16.454000,2020-12-31 00:14:09.476000,593.022,62,148,0,100,2021-01-18 14:55:11.397000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,English,United Kingdom,Female,No
5fecd4045312caeb0ce6874c,5d31dc6e42678e001a0bdedd,APPROVED,2020-12-30 19:25:37.273000,2020-12-30 19:36:26.555000,649.282,31,297,2,100,2020-12-31 22:56:20.108000,9700A938,Saint Vincent and the Grenadines,United Kingdom,Full-Time,Black,English,Saint Vincent and the Grenadines,Female,No
5fecd8b8c92395ee9cfa4e60,5c2112241773860001a7fe22,APPROVED,2020-12-30 19:45:01.428000,2020-12-30 19:50:32.430000,331.002,31,264,0,100,2020-12-31 22:56:21.968000,9700A938,United Kingdom,United Kingdom,Full-Time,Black,English,United Kingdom,Female,No
5fecd96088f057ee2907ced5,5e9df7bf16e19617a9b7769e,APPROVED,2020-12-30 19:47:48.205000,2020-12-30 20:04:00.009000,971.804,35,79,0,100,2020-12-31 22:56:22.521000,9700A938,United Kingdom,United Kingdom,Part-Time,Black,English,United Kingdom,Female,No
5fecd030e7a1d2e7a2f0def8,5b281303007d870001c7f24a,APPROVED,2020-12-30 19:08:37.660000,2020-12-30 19:16:17.998000,460.338,53,195,1,100,2020-12-31 22:49:06.884000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd035fef4d1e6f67602f7,5dd84262108b677ed0abc4b7,APPROVED,2020-12-30 19:08:43.654000,2020-12-30 19:14:25.025000,341.371,51,67,3,97,2020-12-31 22:49:26.355000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd07d04a1dfea07a043e1,5caf6c27b480520012eb741b,APPROVED,2020-12-30 19:09:56.737000,2020-12-30 19:17:13.219000,436.482,51,230,2,99,2020-12-31 22:50:02.731000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd11550a719e8325376be,5ea096efef1e8807aafbdc22,APPROVED,2020-12-30 19:12:25.200000,2020-12-30 19:19:36.444000,431.244,55,116,3,97,2020-12-31 22:56:28.731000,9700A938,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Female,No
5fecd11f23b19be9eaa9ea7a,5a05b6d3f2e3460001edae60,APPROVED,2020-12-30 19:12:34.403000,2020-12-30 19:19:38.934000,424.531,54,613,0,100,2020-12-31 22:56:23.482000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd19e5ce3ae9d82316252,5bcddb100f10750001d818f3,APPROVED,2020-12-30 19:14:43.637000,2020-12-30 19:17:42.126000,178.489,53,477,0,100,2020-12-31 22:56:23.877000,9700A938,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United Kingdom,Female,No
5fecd29b0f62f4e759f9ebf3,5982202e4a66440001fa902b,APPROVED,2020-12-30 19:18:55.098000,2020-12-30 19:26:35.999000,460.901,56,387,9,97,2020-12-31 22:56:24.449000,9700A938,United Kingdom,United Kingdom,Full-Time,White,English,United Kingdom,Female,No
5fecd33d516177e75cffe692,58bbf520464ae40001bec33c,APPROVED,2020-12-30 19:21:45.915000,2020-12-30 19:27:56.756000,370.841,51,627,2,100,2020-12-31 22:56:33.452000,9700A938,United Kingdom,United Kingdom,Due to start a new job within the next month,White,English,United Kingdom,Female,No
5fecd3ffe766bbeeb91a81f5,5947aea4f236120001ecf9f1,APPROVED,2020-12-30 19:24:47.350000,2020-12-30 19:29:49.643000,302.293,54,597,5,100,2020-12-31 22:56:34.001000,9700A938,United Kingdom,United Kingdom,Other,White,English,United Kingdom,Female,No
5fecd45b51f3a9eb64bb26b2,5c31fdbafe0b5000012474e5,APPROVED,2020-12-30 19:26:32.704000,2020-12-30 19:38:18.056000,705.352,52,362,0,100,2020-12-31 22:56:34.405000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd48550a719e8325376cb,5d59b9959d203c0001fac7d7,APPROVED,2020-12-30 19:27:07.243000,2020-12-30 19:35:22.275000,495.032,56,204,0,100,2020-12-31 22:56:34.796000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
5fecd4c7eed16debfd04474a,56c65a5a305eaa0005f2a634,APPROVED,2020-12-30 19:28:16.685000,2020-12-30 19:34:53.523000,396.838,51,1195,14,99,2020-12-31 22:56:35.198000,9700A938,United Kingdom,United Kingdom,Part-Time,White,English,United Kingdom,Female,No
